Area.name,Area.code,Area.type,date,Daily.lab.confirmed.cases,Cumulative.lab.confirmed.cases
North Lincolnshire,E06000013,Upper tier local authority,2020-03-23,1,6
North Somerset,E06000024,Upper tier local authority,2020-03-23,0,0
North Tyneside,E08000022,Upper tier local authority,2020-03-23,4,23
North Yorkshire,E10000023,Upper tier local authority,2020-03-23,13,56
Northamptonshire,E10000021,Upper tier local authority,2020-03-23,17,82
Northumberland,E06000057,Upper tier local authority,2020-03-23,7,20
Nottingham,E06000018,Upper tier local authority,2020-03-23,5,55
Nottinghamshire,E10000024,Upper tier local authority,2020-03-23,8,97
Oldham,E08000004,Upper tier local authority,2020-03-23,6,45
Oxfordshire,E10000025,Upper tier local authority,2020-03-23,22,106
Peterborough,E06000031,Upper tier local authority,2020-03-23,3,19
Plymouth,E06000026,Upper tier local authority,2020-03-23,3,19
Portsmouth,E06000044,Upper tier local authority,2020-03-23,9,45
Reading,E06000038,Upper tier local authority,2020-03-23,4,26
Redbridge,E09000026,Upper tier local authority,2020-03-23,17,95
Redcar and Cleveland,E06000003,Upper tier local authority,2020-03-23,2,9
Richmond upon Thames,E09000027,Upper tier local authority,2020-03-23,16,63
Rochdale,E08000005,Upper tier local authority,2020-03-23,10,36
Rotherham,E08000018,Upper tier local authority,2020-03-23,10,38
Rutland,E06000017,Upper tier local authority,2020-03-23,1,1
Salford,E08000006,Upper tier local authority,2020-03-23,11,56
Sandwell,E08000028,Upper tier local authority,2020-03-23,22,95
Sefton,E08000014,Upper tier local authority,2020-03-23,7,27
Sheffield,E08000019,Upper tier local authority,2020-03-23,61,273
Shropshire,E06000051,Upper tier local authority,2020-03-23,4,44
Slough,E06000039,Upper tier local authority,2020-03-23,10,66
Solihull,E08000029,Upper tier local authority,2020-03-23,9,30
Somerset,E10000027,Upper tier local authority,2020-03-23,4,28
South Gloucestershire,E06000025,Upper tier local authority,2020-03-23,8,31
South Tyneside,E08000023,Upper tier local authority,2020-03-23,2,10
Southampton,E06000045,Upper tier local authority,2020-03-23,6,33
Southend-on-Sea,E06000033,Upper tier local authority,2020-03-23,6,19
Southwark,E09000028,Upper tier local authority,2020-03-23,44,253
St. Helens,E08000013,Upper tier local authority,2020-03-23,4,18
Staffordshire,E10000028,Upper tier local authority,2020-03-23,26,137
Stockport,E08000007,Upper tier local authority,2020-03-23,6,55
Stockton-on-Tees,E06000004,Upper tier local authority,2020-03-23,3,15
Stoke-on-Trent,E06000021,Upper tier local authority,2020-03-23,4,15
Suffolk,E10000029,Upper tier local authority,2020-03-23,22,60
Sunderland,E08000024,Upper tier local authority,2020-03-23,6,25
Surrey,E10000030,Upper tier local authority,2020-03-23,50,284
Sutton,E09000029,Upper tier local authority,2020-03-23,25,78
Swindon,E06000030,Upper tier local authority,2020-03-23,3,15
Tameside,E08000008,Upper tier local authority,2020-03-23,3,43
Telford and Wrekin,E06000020,Upper tier local authority,2020-03-23,5,19
Thurrock,E06000034,Upper tier local authority,2020-03-23,9,31
Torbay,E06000027,Upper tier local authority,2020-03-23,2,19
Tower Hamlets,E09000030,Upper tier local authority,2020-03-23,11,89
Trafford,E08000009,Upper tier local authority,2020-03-23,5,50
Wakefield,E08000036,Upper tier local authority,2020-03-23,7,26
Walsall,E08000030,Upper tier local authority,2020-03-23,19,90
Waltham Forest,E09000031,Upper tier local authority,2020-03-23,21,91
Wandsworth,E09000032,Upper tier local authority,2020-03-23,27,212
Warrington,E06000007,Upper tier local authority,2020-03-23,5,15
Warwickshire,E10000031,Upper tier local authority,2020-03-23,28,115
West Berkshire,E06000037,Upper tier local authority,2020-03-23,8,30
West Sussex,E10000032,Upper tier local authority,2020-03-23,14,89
Westminster,E09000033,Upper tier local authority,2020-03-23,22,179
Wigan,E08000010,Upper tier local authority,2020-03-23,3,19
Wiltshire,E06000054,Upper tier local authority,2020-03-23,6,47
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-23,7,44
Wirral,E08000015,Upper tier local authority,2020-03-23,7,28
Wokingham,E06000041,Upper tier local authority,2020-03-23,1,25
Wolverhampton,E08000031,Upper tier local authority,2020-03-23,9,112
Worcestershire,E10000034,Upper tier local authority,2020-03-23,14,92
York,E06000014,Upper tier local authority,2020-03-23,1,14
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-24,12,83
Barnet,E09000003,Upper tier local authority,2020-03-24,39,245
Barnsley,E08000016,Upper tier local authority,2020-03-24,16,58
Bath and North East Somerset,E06000022,Upper tier local authority,2020-03-24,3,26
Bedford,E06000055,Upper tier local authority,2020-03-24,8,32
Bexley,E09000004,Upper tier local authority,2020-03-24,13,93
Birmingham,E08000025,Upper tier local authority,2020-03-24,67,401
Blackburn with Darwen,E06000008,Upper tier local authority,2020-03-24,4,11
Blackpool,E06000009,Upper tier local authority,2020-03-24,1,10
Bolton,E08000001,Upper tier local authority,2020-03-24,5,31
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-03-24,5,22
Bracknell Forest,E06000036,Upper tier local authority,2020-03-24,1,18
Bradford,E08000032,Upper tier local authority,2020-03-24,9,35
Brent,E09000005,Upper tier local authority,2020-03-24,28,264
Brighton and Hove,E06000043,Upper tier local authority,2020-03-24,7,38
"Bristol, City of",E06000023,Upper tier local authority,2020-03-24,4,54
Bromley,E09000006,Upper tier local authority,2020-03-24,30,191
Buckinghamshire,E10000002,Upper tier local authority,2020-03-24,9,113
Bury,E08000002,Upper tier local authority,2020-03-24,8,35
Calderdale,E08000033,Upper tier local authority,2020-03-24,1,10
Cambridgeshire,E10000003,Upper tier local authority,2020-03-24,17,88
Camden,E09000007,Upper tier local authority,2020-03-24,20,123
Central Bedfordshire,E06000056,Upper tier local authority,2020-03-24,9,51
Cheshire East,E06000049,Upper tier local authority,2020-03-24,7,41
Cheshire West and Chester,E06000050,Upper tier local authority,2020-03-24,4,33
City of London,E09000001,Upper tier local authority,2020-03-24,0,0
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-03-24,3,44
County Durham,E06000047,Upper tier local authority,2020-03-24,6,34
Coventry,E08000026,Upper tier local authority,2020-03-24,19,72
Croydon,E09000008,Upper tier local authority,2020-03-24,27,235
Cumbria,E10000006,Upper tier local authority,2020-03-24,45,228
Darlington,E06000005,Upper tier local authority,2020-03-24,2,6
Derby,E06000015,Upper tier local authority,2020-03-24,21,96
Derbyshire,E10000007,Upper tier local authority,2020-03-24,21,196
Devon,E10000008,Upper tier local authority,2020-03-24,6,63
Doncaster,E08000017,Upper tier local authority,2020-03-24,9,35
Dorset,E06000059,Upper tier local authority,2020-03-24,2,31
Dudley,E08000027,Upper tier local authority,2020-03-24,13,92
Ealing,E09000009,Upper tier local authority,2020-03-24,34,206
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-03-24,2,25
East Sussex,E10000011,Upper tier local authority,2020-03-24,9,45
Enfield,E09000010,Upper tier local authority,2020-03-24,24,157
Essex,E10000012,Upper tier local authority,2020-03-24,37,224
Gateshead,E08000037,Upper tier local authority,2020-03-24,7,17
Gloucestershire,E10000013,Upper tier local authority,2020-03-24,14,79
Greenwich,E09000011,Upper tier local authority,2020-03-24,17,132
Hackney,E09000012,Upper tier local authority,2020-03-24,20,124
Halton,E06000006,Upper tier local authority,2020-03-24,5,13
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-24,14,114
Hampshire,E10000014,Upper tier local authority,2020-03-24,34,330
Haringey,E09000014,Upper tier local authority,2020-03-24,19,128
Harrow,E09000015,Upper tier local authority,2020-03-24,26,191
Hartlepool,E06000001,Upper tier local authority,2020-03-24,0,0
Havering,E09000016,Upper tier local authority,2020-03-24,16,84
"Herefordshire, County of",E06000019,Upper tier local authority,2020-03-24,3,24
Hertfordshire,E10000015,Upper tier local authority,2020-03-24,45,277
Hillingdon,E09000017,Upper tier local authority,2020-03-24,18,132
Hounslow,E09000018,Upper tier local authority,2020-03-24,15,128
Isle of Wight,E06000046,Upper tier local authority,2020-03-24,0,0
Islington,E09000019,Upper tier local authority,2020-03-24,20,124
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-24,7,113
Kent,E10000016,Upper tier local authority,2020-03-24,37,206
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-03-24,1,5
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-24,16,64
Kirklees,E08000034,Upper tier local authority,2020-03-24,6,34
Knowsley,E08000011,Upper tier local authority,2020-03-24,4,16
Lambeth,E09000022,Upper tier local authority,2020-03-24,26,278
Lancashire,E10000017,Upper tier local authority,2020-03-24,41,161
Leeds,E08000035,Upper tier local authority,2020-03-24,18,86
Leicester,E06000016,Upper tier local authority,2020-03-24,20,64
Leicestershire,E10000018,Upper tier local authority,2020-03-24,21,131
Lewisham,E09000023,Upper tier local authority,2020-03-24,15,164
Lincolnshire,E10000019,Upper tier local authority,2020-03-24,13,55
Liverpool,E08000012,Upper tier local authority,2020-03-24,25,115
Luton,E06000032,Upper tier local authority,2020-03-24,15,57
Manchester,E08000003,Upper tier local authority,2020-03-24,8,66
Medway,E06000035,Upper tier local authority,2020-03-24,16,62
Merton,E09000024,Upper tier local authority,2020-03-24,23,136
Middlesbrough,E06000002,Upper tier local authority,2020-03-24,2,10
Milton Keynes,E06000042,Upper tier local authority,2020-03-24,14,71
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-03-24,20,87
Newham,E09000025,Upper tier local authority,2020-03-24,12,124
Norfolk,E10000020,Upper tier local authority,2020-03-24,14,75
North East Lincolnshire,E06000012,Upper tier local authority,2020-03-24,4,10
North Lincolnshire,E06000013,Upper tier local authority,2020-03-24,1,7
North Somerset,E06000024,Upper tier local authority,2020-03-24,1,21
North Tyneside,E08000022,Upper tier local authority,2020-03-24,4,27
North Yorkshire,E10000023,Upper tier local authority,2020-03-24,9,65
Northamptonshire,E10000021,Upper tier local authority,2020-03-24,16,98
Northumberland,E06000057,Upper tier local authority,2020-03-24,8,28
Nottingham,E06000018,Upper tier local authority,2020-03-24,7,62
Nottinghamshire,E10000024,Upper tier local authority,2020-03-24,17,114
Oldham,E08000004,Upper tier local authority,2020-03-24,12,57
Oxfordshire,E10000025,Upper tier local authority,2020-03-24,22,128
Peterborough,E06000031,Upper tier local authority,2020-03-24,2,21
Plymouth,E06000026,Upper tier local authority,2020-03-24,7,26
Portsmouth,E06000044,Upper tier local authority,2020-03-24,6,51
Reading,E06000038,Upper tier local authority,2020-03-24,2,28
Redbridge,E09000026,Upper tier local authority,2020-03-24,11,106
Redcar and Cleveland,E06000003,Upper tier local authority,2020-03-24,2,11
Richmond upon Thames,E09000027,Upper tier local authority,2020-03-24,13,76
Rochdale,E08000005,Upper tier local authority,2020-03-24,7,43
Rotherham,E08000018,Upper tier local authority,2020-03-24,12,50
Rutland,E06000017,Upper tier local authority,2020-03-24,1,2
Salford,E08000006,Upper tier local authority,2020-03-24,16,72
Sandwell,E08000028,Upper tier local authority,2020-03-24,17,112
Sefton,E08000014,Upper tier local authority,2020-03-24,7,34
Sheffield,E08000019,Upper tier local authority,2020-03-24,59,332
Shropshire,E06000051,Upper tier local authority,2020-03-24,10,54
Slough,E06000039,Upper tier local authority,2020-03-24,7,73
Solihull,E08000029,Upper tier local authority,2020-03-24,15,45
Somerset,E10000027,Upper tier local authority,2020-03-24,4,32
South Gloucestershire,E06000025,Upper tier local authority,2020-03-24,5,36
South Tyneside,E08000023,Upper tier local authority,2020-03-24,5,15
Southampton,E06000045,Upper tier local authority,2020-03-24,2,35
Southend-on-Sea,E06000033,Upper tier local authority,2020-03-24,6,25
Southwark,E09000028,Upper tier local authority,2020-03-24,31,284
St. Helens,E08000013,Upper tier local authority,2020-03-24,11,29
Staffordshire,E10000028,Upper tier local authority,2020-03-24,21,158
Stockport,E08000007,Upper tier local authority,2020-03-24,10,65
Stockton-on-Tees,E06000004,Upper tier local authority,2020-03-24,2,17
Stoke-on-Trent,E06000021,Upper tier local authority,2020-03-24,5,20
Suffolk,E10000029,Upper tier local authority,2020-03-24,12,72
Sunderland,E08000024,Upper tier local authority,2020-03-24,18,43
Surrey,E10000030,Upper tier local authority,2020-03-24,41,325
Sutton,E09000029,Upper tier local authority,2020-03-24,17,95
Swindon,E06000030,Upper tier local authority,2020-03-24,4,19
Tameside,E08000008,Upper tier local authority,2020-03-24,5,48
Telford and Wrekin,E06000020,Upper tier local authority,2020-03-24,3,22
Thurrock,E06000034,Upper tier local authority,2020-03-24,2,33
Torbay,E06000027,Upper tier local authority,2020-03-24,2,21
Tower Hamlets,E09000030,Upper tier local authority,2020-03-24,17,106
Trafford,E08000009,Upper tier local authority,2020-03-24,10,60
Wakefield,E08000036,Upper tier local authority,2020-03-24,7,33
Walsall,E08000030,Upper tier local authority,2020-03-24,16,106
Waltham Forest,E09000031,Upper tier local authority,2020-03-24,11,102
Wandsworth,E09000032,Upper tier local authority,2020-03-24,28,240
Warrington,E06000007,Upper tier local authority,2020-03-24,3,18
Warwickshire,E10000031,Upper tier local authority,2020-03-24,20,135
West Berkshire,E06000037,Upper tier local authority,2020-03-24,3,33
West Sussex,E10000032,Upper tier local authority,2020-03-24,20,109
Westminster,E09000033,Upper tier local authority,2020-03-24,15,194
Wigan,E08000010,Upper tier local authority,2020-03-24,6,25
Wiltshire,E06000054,Upper tier local authority,2020-03-24,8,55
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-24,2,46
Wirral,E08000015,Upper tier local authority,2020-03-24,10,38
Wokingham,E06000041,Upper tier local authority,2020-03-24,1,26
Wolverhampton,E08000031,Upper tier local authority,2020-03-24,24,136
Worcestershire,E10000034,Upper tier local authority,2020-03-24,17,109
York,E06000014,Upper tier local authority,2020-03-24,2,16
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-25,11,94
Barnet,E09000003,Upper tier local authority,2020-03-25,45,290
Barnsley,E08000016,Upper tier local authority,2020-03-25,10,68
Bath and North East Somerset,E06000022,Upper tier local authority,2020-03-25,4,30
Bedford,E06000055,Upper tier local authority,2020-03-25,6,38
Bexley,E09000004,Upper tier local authority,2020-03-25,19,112
Birmingham,E08000025,Upper tier local authority,2020-03-25,59,460
Blackburn with Darwen,E06000008,Upper tier local authority,2020-03-25,1,12
Blackpool,E06000009,Upper tier local authority,2020-03-25,1,11
Bolton,E08000001,Upper tier local authority,2020-03-25,5,36
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-03-25,5,27
Bracknell Forest,E06000036,Upper tier local authority,2020-03-25,2,20
Bradford,E08000032,Upper tier local authority,2020-03-25,7,42
Brent,E09000005,Upper tier local authority,2020-03-25,46,310
Brighton and Hove,E06000043,Upper tier local authority,2020-03-25,6,44
"Bristol, City of",E06000023,Upper tier local authority,2020-03-25,12,66
Bromley,E09000006,Upper tier local authority,2020-03-25,25,216
Buckinghamshire,E10000002,Upper tier local authority,2020-03-25,23,136
Bury,E08000002,Upper tier local authority,2020-03-25,3,38
Calderdale,E08000033,Upper tier local authority,2020-03-25,4,14
Cambridgeshire,E10000003,Upper tier local authority,2020-03-25,17,105
Camden,E09000007,Upper tier local authority,2020-03-25,22,145
Central Bedfordshire,E06000056,Upper tier local authority,2020-03-25,6,57
Cheshire East,E06000049,Upper tier local authority,2020-03-25,12,53
Cheshire West and Chester,E06000050,Upper tier local authority,2020-03-25,5,38
City of London,E09000001,Upper tier local authority,2020-03-25,0,0
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-03-25,4,48
County Durham,E06000047,Upper tier local authority,2020-03-25,13,47
Coventry,E08000026,Upper tier local authority,2020-03-25,16,88
